2025-12-11 11:02:37,633 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-server/12.0.30/jetty-ee10-websocket-jakarta-server-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-server/12.0.30/jetty-ee10-websocket-jakarta-server-12.0.30.pom.sha1
2025-12-11 11:02:38,296 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket/12.0.30/jetty-ee10-websocket-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket/12.0.30/jetty-ee10-websocket-12.0.30.pom
2025-12-11 11:02:38,911 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket/12.0.30/jetty-ee10-websocket-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket/12.0.30/jetty-ee10-websocket-12.0.30.pom.sha1
2025-12-11 11:02:39,676 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-annotations/12.0.30/jetty-ee10-annotations-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-annotations/12.0.30/jetty-ee10-annotations-12.0.30.pom
2025-12-11 11:02:40,259 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-annotations/12.0.30/jetty-ee10-annotations-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-annotations/12.0.30/jetty-ee10-annotations-12.0.30.pom.sha1
2025-12-11 11:02:41,009 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-plus/12.0.30/jetty-ee10-plus-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-plus/12.0.30/jetty-ee10-plus-12.0.30.pom
2025-12-11 11:02:41,844 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-plus/12.0.30/jetty-ee10-plus-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-plus/12.0.30/jetty-ee10-plus-12.0.30.pom.sha1
2025-12-11 11:02:42,575 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-jndi/12.0.30/jetty-jndi-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-jndi/12.0.30/jetty-jndi-12.0.30.pom
2025-12-11 11:02:43,021 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-jndi/12.0.30/jetty-jndi-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-jndi/12.0.30/jetty-jndi-12.0.30.pom.sha1
2025-12-11 11:02:43,843 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-plus/12.0.30/jetty-plus-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-plus/12.0.30/jetty-plus-12.0.30.pom
2025-12-11 11:02:44,090 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-plus/12.0.30/jetty-plus-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-plus/12.0.30/jetty-plus-12.0.30.pom.sha1
